name,all_reviews,popular_tags
The Lost Mythologies,"Mixed,(1,616),- 68% of the 1,616 user reviews for this game are positive.","Free to Play,Action,Female Protagonist,Hack and Slash,Anime,Nudity,Adventure,Fantasy,Singleplayer,Third Person,Multiplayer,Indie,Story Rich"
Strike Vector,"Mixed,(1,623),- 67% of the 1,623 user reviews for this game are positive.","Action,Multiplayer,Indie,Arena Shooter,Fast-Paced,FPS,Third-Person Shooter,Flight,Shooter,Space,Difficult,Sci-fi,First-Person,Mechs,Simulation,Competitive,6DOF"
Passing Pineview Forest,"Mixed,(1,634),- 67% of the 1,634 user reviews for this game are positive.","Horror,Free to Play,Adventure,Multiplayer,Survival,First-Person,Action,Survival Horror,Indie,Singleplayer,Walking Simulator,Zombies,Psychological Horror,Open World,Co-op,Crafting,Atmospheric,Nudity,VR,Funny"
HEX: Shards of Fate,"Mixed,(1,637),- 64% of the 1,637 user reviews for this game are positive.","Trading Card Game,Free to Play,Card Game,RPG,Strategy,Fantasy,Turn-Based Strategy,Adventure,Competitive,Turn-Based,Magic,Massively Multiplayer,Great Soundtrack,Action"
Borderlands Game of the Year Enhanced,"Mixed,(1,643),- 64% of the 1,643 user reviews for this game are positive.","Loot,FPS,Co-op,Action,RPG,Shooter,First-Person,Gore,Violent,Online Co-Op,Singleplayer,Multiplayer,Funny,Dark Humor,Open World,Comedy,Action RPG,Sci-fi,Sexual Content,Atmospheric"
Legendary,"Mixed,(1,649),- 53% of the 1,649 user reviews for this game are positive.","Action,FPS,Shooter,First-Person,Horror,Masterpiece,Multiplayer,Singleplayer,Atmospheric,Mythology,Werewolves,Gore"
Act of Aggression - Reboot Edition,"Mixed,(1,702),- 59% of the 1,702 user reviews for this game are positive.","Strategy,RTS,Multiplayer,Military,Base Building,Singleplayer,War,Action,Classic,Tactical,Co-op"
Sniper Fury,"Mixed,(1,707),- 41% of the 1,707 user reviews for this game are positive.","Free to Play,Action,Shooter,Sniper,Multiplayer,FPS,Singleplayer,First-Person,Open World,Violent,Gore,Co-op,Massively Multiplayer,Adventure,Online Co-Op,Controller,Great Soundtrack,Funny,Comedy,Indie"
Call of Cthulhuì§? Dark Corners of the Earth,"Mixed,(1,709),- 68% of the 1,709 user reviews for this game are positive.","Horror,Lovecraftian,First-Person,Survival Horror,Atmospheric,Based On A Novel,Adventure,Stealth,FPS,Singleplayer,Story Rich,Action,Classic,Shooter,Survival,Masterpiece,Psychological Horror,Dark,Difficult,Gore"
Hydrophobia: Prophecy,"Mixed,(1,724),- 60% of the 1,724 user reviews for this game are positive.","Action,Adventure,Indie,Female Protagonist,Third Person,Singleplayer,Physics,Short,Strategy,Sci-fi,Third-Person Shooter,Underwater,Action-Adventure"
Lichdom: Battlemage,"Mixed,(1,760),- 58% of the 1,760 user reviews for this game are positive.","Magic,RPG,Action,First-Person,Fantasy,Indie,Singleplayer,FPS,Adventure,Masterpiece,Action RPG,Early Access,Female Protagonist,Difficult,Atmospheric,Open World"
Fallout 4 Nuka-World,"Mixed,(1,761),- 49% of the 1,761 user reviews for this game are positive.","RPG,Open World,Singleplayer,Post-apocalyptic,FPS,Action,Shooter,First-Person,Adventure,Sci-fi"
Shoppe Keep,"Mixed,(1,765),- 68% of the 1,765 user reviews for this game are positive.","Simulation,Management,Indie,RPG,Adventure,Economy,Early Access,First-Person,Medieval,Replay Value,Fantasy,Singleplayer,Sandbox,Capitalism,Multiplayer,Funny,Action,Open World"
WWE 2K16,"Mixed,(1,770),- 63% of the 1,770 user reviews for this game are positive.","Sports,Fighting,Wrestling,Simulation,Multiplayer,Action,Singleplayer,Character Customization,Memes,Co-op,Funny,Local Co-Op,Great Soundtrack,Nudity"
Virginia,"Mixed,(1,773),- 67% of the 1,773 user reviews for this game are positive.","Adventure,Female Protagonist,Detective,Walking Simulator,Mystery,Cinematic,Indie,Great Soundtrack,Casual,Atmospheric,Story Rich,1990's,First-Person,Singleplayer,Thriller,Nudity,Horror"
Pixel Worlds: MMO Sandbox,"Mixed,(1,777),- 61% of the 1,777 user reviews for this game are positive.","Free to Play,Sandbox,Adventure,Massively Multiplayer,Multiplayer,Pixel Graphics,2D,Indie,Platformer,Action,Funny,Crafting,Co-op,Family Friendly,Open World,MMORPG"
Bus Simulator 18,"Mixed,(1,793),- 67% of the 1,793 user reviews for this game are positive.","Simulation,Driving,Multiplayer,Realistic,Open World,Singleplayer,Co-op,First-Person,Action,Management,Strategy"
War Robots,"Mixed,(1,797),- 44% of the 1,797 user reviews for this game are positive.","Free to Play,Robots,Action,Multiplayer,FPS,Mechs,Massively Multiplayer,Shooter,PvP,Controller,Third-Person Shooter,Co-op,War"
Tanki X,"Mixed,(1,806),- 66% of the 1,806 user reviews for this game are positive.","Free to Play,Tanks,Action,Massively Multiplayer,Multiplayer,Shooter,Early Access,Strategy,Arcade,Third-Person Shooter"
Fuse,"Mixed,(1,810),- 61% of the 1,810 user reviews for this software are positive.","Animation & Modeling,Character Customization,Design & Illustration,Game Development,Nudity,Utilities,Free to Play,Video Production,Software,Simulation,Horror,Multiplayer"
Sid Meier???Civilizationì§?VI: Rise and Fall,"Mixed,(1,813),- 60% of the 1,813 user reviews for this game are positive.","Strategy,Turn-Based,4X,Multiplayer,Singleplayer"
I Am Alive,"Mixed,(1,858),- 65% of the 1,858 user reviews for this game are positive.","Survival,Post-apocalyptic,Action,Adventure,Third Person,Singleplayer,Parkour,Atmospheric,Dark,Third-Person Shooter,Open World,Shooter,FPS,Horror,Platformer,Action-Adventure,Masterpiece,Survival Horror"
Deadly Premonition: The Director's Cut,"Mixed,(1,867),- 69% of the 1,867 user reviews for this game are positive.","Story Rich,Adventure,Horror,Open World,Action,Great Soundtrack,Funny,Surreal,Detective,Cult Classic,Investigation,Mystery,Atmospheric,Masterpiece,Third Person,Singleplayer,Exploration,Comedy,Gore,Violent"
Copa Petrobras de Marcas,"Mixed,(1,877),- 58% of the 1,877 user reviews for this game are positive.","Racing,Free to Play,Simulation,Multiplayer,Sports,Action,Singleplayer,Co-op,Controller,First-Person,Driving,Online Co-Op,Open World,Massively Multiplayer,Arcade"
ARK: Survival Of The Fittest,"Mixed,(1,878),- 63% of the 1,878 user reviews for this game are positive.","Free to Play,Survival,Dinosaurs,Multiplayer,Open World,Action,Adventure,Massively Multiplayer,Early Access,PvP,Dragons,Crafting,RPG,First-Person,Strategy,Singleplayer,Exploration,FPS,Sandbox,Indie"
Horizon Source,"Mixed,(1,894),- 46% of the 1,894 user reviews for this game are positive.","Free to Play,Battle Royale,Survival,Open World,Shooter,Multiplayer,Massively Multiplayer,FPS,Third-Person Shooter,Action,Adventure,PvP,Indie"
Resident Evil: Operation Raccoon City,"Mixed,(1,907),- 51% of the 1,907 user reviews for this game are positive.","Action,Zombies,Multiplayer,Co-op,Horror,Third-Person Shooter,Third Person,Singleplayer,Shooter,Survival Horror,Female Protagonist"
KUBOOM,"Mixed,(1,908),- 42% of the 1,908 user reviews for this game are positive.","Free to Play,Action,Multiplayer,FPS,Shooter,First-Person,Psychological Horror,Adventure,Indie,Pixel Graphics,Casual,Massively Multiplayer,Parkour,Horror,Singleplayer,Funny,Gore,Survival,Memes,Open World"
Out of Reach,"Mixed,(1,918),- 59% of the 1,918 user reviews for this game are positive.","Survival,Open World,Crafting,Multiplayer,Building,Massively Multiplayer,Exploration,Action,Sandbox,Adventure,Base Building,PvP,Co-op,Early Access,First-Person,Simulation,RPG,Hunting,Indie,Realistic"
Velvet Sundown,"Mixed,(1,921),- 59% of the 1,921 user reviews for this game are positive.","Free to Play,Multiplayer,RPG,Adventure,Indie,Nudity,Casual,Open World,Co-op,Funny,Walking Simulator,Massively Multiplayer,Simulation,Realistic,Mystery,Survival,Action,FPS,Singleplayer,Masterpiece"
StarMade,"Mixed,(1,931),- 68% of the 1,931 user reviews for this game are positive.","Early Access,Space,Sandbox,Open World,Multiplayer,Building,Sci-fi,Voxel,Adventure,Early Access,Indie,Crafting,Action,Exploration,Simulation,Strategy,RPG,Space Sim,Co-op,Massively Multiplayer"
FINAL FANTASY TYPE-0??HD,"Mixed,(1,958),- 58% of the 1,958 user reviews for this game are positive.","RPG,JRPG,Action,Fantasy,Story Rich,Great Soundtrack,Anime,Action RPG,Singleplayer,Adventure,Third Person,Hack and Slash,Open World,Nudity,Masterpiece,Drama"
City Car Driving,"Mixed,(1,961),- 67% of the 1,961 user reviews for this game are positive.","Simulation,Driving,Open World,Realistic,Singleplayer,Racing,Multiplayer,First-Person,Indie,Moddable,Physics,Family Friendly,VR,Adventure,Action,Casual"
The Park,"Mixed,(1,962),- 69% of the 1,962 user reviews for this game are positive.","Horror,Psychological Horror,Walking Simulator,First-Person,Singleplayer,Atmospheric,Adventure,Exploration,Short,Mystery,Psychological,Story Rich,Thriller,Great Soundtrack,Indie,Gore,Illuminati,Open World"
From Dust,"Mixed,(1,965),- 64% of the 1,965 user reviews for this game are positive.","God Game,Simulation,Adventure,Strategy,Sandbox,Singleplayer,Puzzle,Magic,Building,Beautiful,Masterpiece,Physics"
Hired Ops,"Mixed,(1,989),- 54% of the 1,989 user reviews for this game are positive.","Early Access,Action,FPS,Multiplayer,Early Access,Modern,Shooter,Atmospheric,First-Person,Exploration,6DOF,Blood,Choices Matter,Choose Your Own Adventure,Cult Classic,Difficult"
SpellForce 3,"Mixed,(1,995),- 69% of the 1,995 user reviews for this game are positive.","RPG,Strategy,RTS,Fantasy,Singleplayer,Multiplayer,Atmospheric,Great Soundtrack,Open World,Co-op,Adventure,Character Customization,Story Rich,CRPG,Isometric,Nudity,Building,Action"
The Isle,"Mixed,(10,033),- 69% of the 10,033 user reviews for this game are positive.","Early Access,Dinosaurs,Survival,Open World,Multiplayer,Simulation,Hunting,Early Access,Massively Multiplayer,Adventure,Realistic,Action,Third Person,Co-op,Sandbox,Indie,Team-Based,Strategy,Walking Simulator,RPG"
Radical Heights,"Mixed,(10,096),- 58% of the 10,096 user reviews for this game are positive.","Early Access,Battle Royale,Free to Play,Multiplayer,Survival,Early Access,Action,Third-Person Shooter,Massively Multiplayer,Shooter,Open World,1980s,Adventure,Indie,PvP,Character Customization,FPS,Memes,Co-op,Anime"
DARK SOULS?? REMASTERED,"Mixed,(10,266),- 67% of the 10,266 user reviews for this game are positive.","Dark Fantasy,Difficult,Action RPG,Action,RPG,Atmospheric,Great Soundtrack,Souls-like,Adventure,Lore-Rich,Third Person,Replay Value,Story Rich,Exploration,Dark,Co-op,Character Customization,Multiplayer,Mature,Singleplayer"
GunZ 2: The Second Duel,"Mixed,(10,297),- 66% of the 10,297 user reviews for this game are positive.","Free to Play,Action,Multiplayer,Third-Person Shooter,Hack and Slash,Shooter,Co-op,Fast-Paced,PvP,Parkour,Third Person,Fighting,FPS,Massively Multiplayer,Indie,RPG,Adventure,Singleplayer,Strategy,First-Person"
BioShock??Remastered,"Mixed,(10,506),- 63% of the 10,506 user reviews for this game are positive.","FPS,Story Rich,Atmospheric,Singleplayer,Action,Horror,First-Person,Shooter,Dystopian,Underwater,RPG,Sci-fi,Steampunk,Remake,Dark,Adventure,Great Soundtrack,Classic,Alternate History,Choices Matter"
ALONE?,"Mixed,(100),- 43% of the 100 user reviews for this game are positive.","Action,Adventure,Indie,Simulation,Horror,Puzzle,Walking Simulator,Psychological Horror,Atmospheric,Early Access"
Dinosaur Hunt First Blood,"Mixed,(100),- 46% of the 100 user reviews for this game are positive.","Indie,Action,Gore,Violent"
The Vanishing of Ethan Carter VR,"Mixed,(100),- 50% of the 100 user reviews for this game are positive.","Indie,Adventure,VR"
IKEA VR Pancake Kitchen,"Mixed,(100),- 51% of the 100 user reviews for this game are positive.","VR,Free to Play,Psychedelic,First-Person,Bullet Hell,Family Friendly,Hack and Slash,Dragons,Fantasy,Arena Shooter,Alternate History,Visual Novel,Fast-Paced,Simulation,Crafting,Physics,Casual,Indie,Third Person,Co-op"
Battlevoid: Sector Siege,"Mixed,(100),- 54% of the 100 user reviews for this game are positive.","Strategy,Space,RTS,Indie,Singleplayer,2D,Action,Real-Time,Real-Time with Pause,Simulation,Sci-fi,Real Time Tactics,Tactical,Replay Value,Exploration"
Divergence: Online,"Mixed,(100),- 56% of the 100 user reviews for this game are positive.","Early Access,Massively Multiplayer,Indie,Early Access,Action,RPG,Sandbox"
To End All Wars,"Mixed,(100),- 64% of the 100 user reviews for this game are positive.","Strategy,Simulation,World War I,Grand Strategy,Wargame,Historical,Turn-Based"
Sketch Tales,"Mixed,(100),- 65% of the 100 user reviews for this game are positive.","Early Access,Early Access,Adventure,Sandbox,Indie,Action,RPG,Open World,Action RPG,First-Person,Singleplayer"
To The Light,"Mixed,(101),- 48% of the 101 user reviews for this game are positive.","Sexual Content,Nudity,RPG,Action,Indie,Gore,Adventure,Strategy,Anime,RPGMaker,Female Protagonist"
DwarfCorp,"Mixed,(101),- 62% of the 101 user reviews for this game are positive.","Strategy,Simulation,Indie,Base Building"
Cemetery Warrior 3,"Mixed,(101),- 62% of the 101 user reviews for this game are positive.","Action,Indie,Violent,FPS"
The Butterfly Sign,"Mixed,(101),- 63% of the 101 user reviews for this game are positive.","Adventure,Indie,Action,Detective,Thriller"
Millidor,"Mixed,(101),- 63% of the 101 user reviews for this game are positive.","Early Access,Free to Play,Massively Multiplayer,Strategy,Early Access,PvP,Turn-Based,Building,Grand Strategy,Multiplayer,RPG,Fantasy,Magic,Action,Turn-Based Combat,Singleplayer,Open World,Real-Time,War,RTS"
GravNewton,"Mixed,(101),- 68% of the 101 user reviews for this game are positive.","Indie,Casual,Action,2D,Difficult,Platformer,Abstract,Pixel Graphics,GameMaker,Minimalist,Surreal,Fast-Paced,Great Soundtrack,Replay Value,Side Scroller,Physics,Experimental,Retro,Puzzle,Family Friendly"
Arena Stars,"Mixed,(101),- 68% of the 101 user reviews for this game are positive.","Free to Play,Strategy,Action,MOBA,PvP"
Heroes & Generals,"Mixed,(101,309),- 65% of the 101,309 user reviews for this game are positive.","Free to Play,World War II,FPS,Multiplayer,War,Shooter,Action,First-Person,Massively Multiplayer,Tactical,Strategy,Co-op,Historical,Open World,Singleplayer,Simulation,Atmospheric,Adventure,Early Access,Indie"
Bloody Glimpse,"Mixed,(102),- 40% of the 102 user reviews for this game are positive.","Action,Indie,Violent,Gore,Simulation,FPS"
Anno 2205??- Season Pass,"Mixed,(102),- 43% of the 102 user reviews for this game are positive.","Simulation,Strategy"
WARMA,"Mixed,(102),- 45% of the 102 user reviews for this game are positive.","Early Access,RPG,Early Access,Indie,Nudity,Massively Multiplayer,Action,Violent,Racing,Gore,Simulation,Adventure,Multiplayer,Survival"
Let's Sing,"Mixed,(102),- 50% of the 102 user reviews for this game are positive.","Music,Casual,Indie"
Trump Simulator 2017,"Mixed,(102),- 52% of the 102 user reviews for this game are positive.","Indie,Casual,Simulation,Action"
World of Castles,"Mixed,(102),- 58% of the 102 user reviews for this game are positive.","Early Access,Strategy,Early Access,Indie,Medieval,Building,Sandbox"
Dark SASI,"Mixed,(102),- 60% of the 102 user reviews for this game are positive.","Adventure,Indie,Action,Simulation,RPG,Strategy,Sports"
Hybrid Wars,"Mixed,(102),- 61% of the 102 user reviews for this game are positive.","Action,Mechs,Co-op,Top-Down,Twin Stick Shooter,Isometric,Arcade,Indie"
Amulet of Dreams,"Mixed,(102),- 62% of the 102 user reviews for this game are positive.","Indie,Casual,Adventure,Hidden Object,Magic,Mystery,Crime"
Full Spectrum Warrior: Ten Hammers,"Mixed,(102),- 64% of the 102 user reviews for this game are positive.","Strategy,Action,Military,Tactical"
Kill The Bad Guy,"Mixed,(102),- 67% of the 102 user reviews for this game are positive.","Indie,Strategy,Simulation,Action,Gore,Puzzle,Funny,Singleplayer,Multiplayer,Physics"
3D Custom Lady Maker,"Mixed,(102),- 67% of the 102 user reviews for this game are positive.","Sexual Content,Simulation,Nudity,Mature,Adventure,Anime"
No Man's Sky,"Mixed,(102,974),- 51% of the 102,974 user reviews for this game are positive.","Open World,Space,Exploration,Sci-fi,First-Person,Procedural Generation,Survival,Adventure,Singleplayer,Sandbox,Atmospheric,Crafting,Space Sim,Indie,Action,Multiplayer,Simulation,FPS,Great Soundtrack,Massively Multiplayer"
Penguins Cretins,"Mixed,(103),- 55% of the 103 user reviews for this game are positive.","Early Access,Sports,Early Access,Indie,Casual,Action,Adventure,Massively Multiplayer,Racing"
LA Cops,"Mixed,(103),- 60% of the 103 user reviews for this game are positive.","Action,Strategy,Indie,Adventure,Top-Down,Isometric,Shooter"
Mafia III: Season Pass,"Mixed,(103),- 62% of the 103 user reviews for this game are positive.","Action,Adventure,Sexual Content,Nudity,Gore,Violent"
Time Machine VR,"Mixed,(103),- 63% of the 103 user reviews for this game are positive.","VR,Adventure,Simulation,Dinosaurs,Indie,Time Travel,Science,Underwater,Exploration,First-Person,Sci-fi,Time Manipulation,Atmospheric,Singleplayer,Education,Mystery,Controller,Early Access"
Theatre of War 2: Kursk 1943,"Mixed,(103),- 63% of the 103 user reviews for this game are positive.","Strategy,Simulation,World War II,Tanks"
Endless Horde,"Mixed,(103),- 66% of the 103 user reviews for this game are positive.","Tower Defense,Zombies,Action,Survival,Tactical,Singleplayer,Indie,Casual,RTS,Real Time Tactics,Strategy,Sci-fi,Violent,Gore,Destruction,War,Dark Humor,Dark Comedy,Funny,Comedy"
The White Laboratory,"Mixed,(103),- 67% of the 103 user reviews for this game are positive.","Indie,Strategy,Tower Defense,Physics,Sci-fi,Real-Time with Pause,Sandbox,RTS"
